date,nav,shadow_nav,shadow_dd,regular_systemic,emergency,allocation,damaged_breadth,green_breadth,r5,r10,r20,db5
1998-08-03,0.9697345924031568,0.9697345924031568,-0.0872629201411638,False,False,1.0,0.625,0.1666666666666666,-0.046657783848660705,-0.08726292014116377,-0.030265407596843152,0.185
1998-08-04,0.9331304120931564,0.9331304120931564,-0.1217156383472667,False,True,0.4,0.9166666666666666,0.0,-0.06326847235861166,-0.10485010580608378,-0.06417832057173178,0.43666666666666665
1998-08-05,0.9340344025986448,0.9381897795931567,-0.1169536422773531,False,True,0.4,0.9166666666666666,0.0,-0.040801413617196136,-0.09930943634802591,-0.0661798208085782,0.31666666666666665
1998-08-06,0.9406859742898662,0.9548926883981564,-0.1012324703945977,False,True,0.4,0.6956521739130435,0.1304347826086956,-0.048488527952190386,-0.06201452549067177,-0.04740735724554124,0.21565217391304348
1998-08-07,0.9467944076607293,0.9703944034306564,-0.0866418904334309,False,True,0.4,0.6818181818181818,0.1818181818181818,-0.013805051069087138,-0.04703150858943106,-0.030243776170148617,0.20181818181818179
1998-08-10,0.9488171783116893,0.9755773800706564,-0.0817635505243153,False,True,0.4,0.5909090909090909,0.2727272727272727,0.0060251410161829,-0.04091376255966872,-0.033414111912721256,-0.03409090909090906
1998-08-11,0.9403099585988457,0.9537094920600564,-0.1023461227062688,False,True,0.4,0.7727272727272727,0.1818181818181818,0.02205380909270538,-0.042609974076890156,-0.06789708086347601,-0.14393939393939392
1998-08-12,0.9481201766475769,0.9735132786200568,-0.0837063315133732,False,True,0.4,0.6818181818181818,0.2272727272727272,0.037650696900810354,-0.0046869183736114595,-0.055762691991639746,-0.23484848484848486
1998-08-13,0.9432028586920963,0.9608907376100564,-0.0955869649486672,False,True,0.4,0.7727272727272727,0.1818181818181818,0.006281385630841685,-0.04251171746408822,-0.07975123574788445,0.07707509881422925
1998-08-14,0.9417321524243171,0.9571450215707368,-0.0991125212673674,False,True,0.4,0.8095238095238095,0.1904761904761904,-0.013653604980695233,-0.02727016733574672,-0.08903907992178228,0.12770562770562777
1998-08-17,0.9464857781510205,0.9692235865507366,-0.0877438909069616,False,True,0.4,0.7619047619047619,0.1904761904761904,-0.0065128544897787854,-0.0005269543403148003,-0.08774389090696166,0.17099567099567092
1998-08-18,0.950812111970204,0.9802992542407368,-0.0773192111398868,False,True,0.4,0.7619047619047619,0.238095238095238,0.027880358119583448,0.0505490353076945,-0.05960114219879653,-0.010822510822510845
1998-08-19,0.951276548795284,0.9814963547707364,-0.076192471874722,False,True,0.4,0.6666666666666666,0.238095238095238,0.008200274537595975,0.04615971748952474,-0.057733814384369975,-0.015151515151515138
1998-08-20,0.9508580717221078,0.9804169270207364,-0.0772084547427891,False,True,0.4,0.6190476190476191,0.2857142857142857,0.020320925831011527,0.026729955033373498,-0.03694221593507985,-0.15367965367965364
1998-08-21,0.9443791964346069,0.9637162248107366,-0.0929275497262647,False,True,0.4,0.7619047619047619,0.238095238095238,0.006865420695827407,-0.006881922027075049,-0.05358976344157795,-0.04761904761904767
