Mode,Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
whole,2020-03-12,BUY,GOTU,,313.0
whole,2020-03-13,SELL,SHOP,,40.0
whole,2020-03-13,SELL,AGO,,6.0
whole,2020-03-13,SELL,AU,,439.0
whole,2020-03-13,SELL,SYNA,,180.0
whole,2020-03-17,SELL,AMED,,107.0
whole,2020-03-17,SELL,MKC,,74.0
whole,2020-03-17,SELL,AWR,,131.0
whole,2020-03-17,SELL,HD,,99.0
whole,2020-03-17,SELL,AQN,,905.0
whole,2020-03-17,SELL,CABO,,12.0
whole,2020-03-17,SELL,SHW,,40.0
whole,2020-03-17,SELL,LOW,,142.0
whole,2020-03-17,SELL,ISRG,,33.0
whole,2020-03-17,SELL,MCD,,55.0
whole,2020-03-19,SELL,SPGI,,72.0
whole,2020-03-23,SELL,PYPL,,128.0
whole,2020-03-24,SELL,GNRC,,36.0
whole,2020-03-24,SELL,HSY,,78.0
whole,2020-04-07,BUY,REGN,,21.0
whole,2020-04-09,BUY,BILI,,386.0
whole,2020-04-15,BUY,TDOC,,67.0
whole,2020-04-16,SELL,GOTU,,313.0
whole,2020-04-16,BUY,FIT,,1617.0
whole,2020-04-17,BUY,CCOI,,120.0
whole,2020-04-20,BUY,ZM,,71.0
whole,2020-04-21,BUY,CODX,,767.0
whole,2020-04-22,BUY,AXSM,,162.0
whole,2020-04-23,BUY,EVBG,,91.0
whole,2020-04-24,BUY,EHTH,,90.0
whole,2020-04-27,BUY,SE,,200.0
whole,2020-04-28,BUY,DXCM,,33.0
whole,2020-04-29,BUY,XLRN,,114.0
whole,2020-04-30,BUY,QDEL,,79.0
whole,2020-05-01,BUY,VXRT,,3806.0
whole,2020-05-04,BUY,AUPH,,686.0
whole,2020-05-05,BUY,CCXI1,,199.0
whole,2020-05-06,BUY,MRNA,,229.0
whole,2020-05-07,BUY,ARVN,,212.0
whole,2020-05-08,BUY,LMNX1,,141.0
whole,2020-05-28,SELL,MRNA,,229.0
whole,2020-05-29,BUY,ZTO,,370.0
whole,2020-06-01,SELL,ARVN,,212.0
whole,2020-06-08,SELL,CODX,,767.0
whole,2020-06-29,SELL,EHTH,,90.0
whole,2020-06-29,BUY,NVAX,,163.0
whole,2020-07-01,BUY,FVRR,,182.0
whole,2020-07-09,BUY,DOCU,,5.0
whole,2020-07-28,SELL,VXRT,,3806.0
whole,2020-07-30,BUY,WKHS,,944.0
whole,2020-08-13,SELL,NVAX,,163.0
whole,2020-08-27,BUY,LVGO,,112.0
whole,2020-08-28,SELL,QDEL,,79.0
whole,2020-08-28,SELL,LMNX1,,141.0
whole,2020-09-08,SELL,AXSM,,162.0
whole,2020-09-15,BUY,APPS,,587.0
whole,2020-09-21,SELL,CCOI,,120.0
whole,2020-09-30,BUY,AGNT,,379.0
whole,2020-10-01,BUY,RUN,,199.0
whole,2020-10-08,BUY,SAIL1,,356.0
whole,2020-10-21,SELL,WKHS,,944.0
whole,2020-10-21,BUY,ALTO,,1579.0
whole,2020-10-22,SELL,AUPH,,686.0
whole,2020-10-23,SELL,CCXI1,,199.0
whole,2020-10-27,SELL,AGNT,,379.0
whole,2020-10-28,SELL,ALTO,,1579.0
whole,2020-10-28,SELL,RUN,,199.0
whole,2020-10-29,SELL,EVBG,,91.0
whole,2020-11-02,SELL,APPS,,587.0
whole,2020-11-03,SELL,DXCM,,33.0
whole,2020-11-11,SELL,ZM,,71.0
whole,2020-11-11,SELL,TDOC,,67.0
whole,2020-11-20,BUY,NIO,,320.0
whole,2020-11-23,BUY,FDX,,56.0
whole,2020-11-24,BUY,PACB,,1060.0
whole,2020-11-27,BUY,AGNT,,299.0
whole,2020-11-30,BUY,GNRC,,72.0
whole,2020-12-01,BUY,LOB,,381.0
whole,2020-12-02,BUY,MRTX,,68.0
whole,2020-12-03,BUY,FRHC,,397.0
whole,2020-12-04,BUY,LPRO,,596.0
whole,2020-12-14,BUY,PWR,,232.0
whole,2020-12-15,SELL,ZTO,,370.0
whole,2020-12-15,BUY,SWAV,,113.0
whole,2021-01-29,BUY,SICPQ,,123.0
whole,2021-02-23,SELL,REGN,,21.0
whole,2021-02-24,BUY,DNMRQ,,226.0
whole,2021-02-25,SELL,PACB,,1060.0
whole,2021-03-02,BUY,VCEL,,472.0
whole,2021-03-03,SELL,NIO,,320.0
whole,2021-03-04,SELL,AGNT,,598.0
whole,2021-03-05,SELL,SICPQ,,123.0
whole,2021-03-05,SELL,FVRR,,182.0
whole,2021-03-08,SELL,SWAV,,113.0
whole,2021-03-09,SELL,BILI,,386.0
whole,2021-03-25,BUY,TPR,,495.0
whole,2021-03-29,SELL,MRTX,,68.0
whole,2021-03-29,BUY,CTRN,,235.0
whole,2021-03-31,SELL,DNMRQ,,226.0
whole,2021-04-05,BUY,DEN,,402.0
whole,2021-04-06,BUY,SM,,1176.0
whole,2021-04-07,BUY,TPL,,13.0
whole,2021-04-08,BUY,SICPQ,,145.0
whole,2021-04-09,BUY,DBRG,,3094.0
whole,2021-04-12,BUY,DAC,,371.0
whole,2021-04-26,SELL,SICPQ,,145.0
whole,2021-04-29,BUY,ATKR,,264.0
whole,2021-05-03,BUY,PR,,4577.0
whole,2021-05-11,SELL,SAIL1,,356.0
whole,2021-05-13,SELL,DOCU,,5.0
whole,2021-05-26,BUY,CHRD,,179.0
whole,2021-07-12,BUY,SC,,28.0
whole,2021-07-20,SELL,SM,,1176.0
whole,2021-07-21,BUY,ASTH,,249.0
whole,2021-08-03,SELL,PR,,4577.0
whole,2021-08-09,SELL,ZNGA,,1851.0
whole,2021-08-11,SELL,VCEL,,472.0
whole,2021-08-13,SELL,ASTH,,249.0
whole,2021-08-13,SELL,CTRN,,235.0
whole,2021-08-19,BUY,LSI,,181.0
whole,2021-09-02,BUY,WST,,50.0
whole,2021-09-08,SELL,TPL,,13.0
whole,2021-09-09,BUY,EPAM,,36.0
whole,2021-09-13,BUY,DXLG,,3247.0
whole,2021-09-15,BUY,PRFT,,191.0
whole,2021-09-29,SELL,DBRG,,3094.0
whole,2021-09-30,BUY,ASAN,,185.0
whole,2021-10-01,SELL,FDX,,56.0
whole,2021-10-08,BUY,DAVA,,80.0
whole,2021-11-11,SELL,LPRO,,596.0
whole,2021-11-12,BUY,VICR,,102.0
whole,2021-12-02,SELL,ASAN,,185.0
whole,2021-12-06,SELL,SE,,200.0
whole,2021-12-07,BUY,FDS,,47.0
whole,2021-12-13,SELL,GNRC,,72.0
whole,2021-12-14,BUY,ODFL,,61.0
whole,2021-12-17,SELL,DXLG,,3247.0
whole,2022-01-04,BUY,BLDR,,265.0
whole,2022-01-06,SELL,RGEN,,178.0
whole,2022-01-06,BUY,COST,,39.0
whole,2022-01-07,BUY,WIRE,,156.0
whole,2022-01-11,SELL,VICR,,102.0
whole,2022-01-13,BUY,ACLS,,293.0
whole,2022-01-18,SELL,PRFT,,191.0
whole,2022-01-20,SELL,EPAM,,36.0
whole,2022-01-20,BUY,VCRA,,253.0
whole,2022-01-21,SELL,LOB,,381.0
whole,2022-01-24,SELL,DAVA,,80.0
whole,2022-02-14,BUY,ERF,,1671.0
whole,2022-02-15,BUY,CVE,,1292.0
whole,2022-02-17,BUY,VET,,1162.0
whole,2022-02-22,BUY,CVX,,144.0
whole,2022-02-23,BUY,CNQ,,369.0
whole,2022-02-24,SELL,WST,,50.0
whole,2022-03-08,SELL,TPR,,495.0
whole,2022-03-09,BUY,COP,,216.0
whole,2022-03-16,BUY,ABBV,,131.0
whole,2022-03-28,BUY,MCK,,56.0
whole,2022-04-12,SELL,ACLS,,293.0
whole,2022-04-13,BUY,FMC,,126.0
whole,2022-04-25,SELL,FRHC,,397.0
whole,2022-04-26,BUY,APTS,,797.0
whole,2022-05-19,SELL,ODFL,,61.0
whole,2022-05-19,SELL,DAC,,371.0
whole,2022-05-20,SELL,COST,,39.0
whole,2022-05-20,BUY,MPC,,204.0
whole,2022-05-25,SELL,BLDR,,265.0
whole,2022-05-25,BUY,BMY,,260.0
whole,2022-05-31,SELL,FDS,,47.0
whole,2022-06-14,SELL,LSI,,181.0
whole,2022-06-22,BUY,STNG,,539.0
whole,2022-06-23,SELL,DEN,,402.0
whole,2022-06-23,SELL,ATKR,,264.0
whole,2022-06-23,BUY,PBF,,545.0
whole,2022-06-24,SELL,ERF,,1671.0
whole,2022-06-24,SELL,VET,,1162.0
whole,2022-06-24,BUY,TVTY,,563.0
whole,2022-07-01,SELL,CHRD,,179.0
whole,2022-07-01,SELL,WIRE,,156.0
whole,2022-07-06,SELL,COP,,216.0
whole,2022-07-07,SELL,MPC,,204.0
whole,2022-07-07,SELL,CVE,,1292.0
whole,2022-07-13,SELL,CNQ,,369.0
whole,2022-07-13,BUY,HRB,,498.0
whole,2022-07-14,BUY,LNTH,,275.0
whole,2022-07-18,BUY,CNR,,310.0
whole,2022-07-26,BUY,GO,,423.0
whole,2022-07-27,BUY,GLNG,,801.0
whole,2022-07-28,BUY,SAIL1,,296.0
whole,2022-07-29,BUY,VTNRQ,,1352.0
whole,2022-08-03,BUY,CHNG,,779.0
whole,2022-08-04,BUY,SWCH,,549.0
whole,2022-08-05,BUY,MNDT,,806.0
whole,2022-08-08,BUY,CTIC,,2478.0
whole,2022-08-10,SELL,VTNRQ,,1352.0
whole,2022-08-10,BUY,MUSA,,64.0
whole,2022-08-11,BUY,SWIR,,608.0
whole,2022-08-12,BUY,EQT,,410.0
whole,2022-08-15,BUY,ACHC,,79.0
whole,2022-09-07,SELL,ABBV,,131.0
whole,2022-09-12,BUY,NFE,,337.0
whole,2022-09-29,BUY,INSW,,522.0
whole,2022-10-05,SELL,FMC,,126.0
whole,2022-10-13,SELL,CTIC,,2478.0
whole,2022-10-17,SELL,GO,,423.0
whole,2022-10-18,BUY,AAWW,,184.0
whole,2022-10-25,BUY,ELF,,445.0
whole,2022-11-04,SELL,LNTH,,275.0
whole,2022-11-04,BUY,HAE,,239.0
whole,2022-11-14,BUY,AVEO,,1287.0
whole,2022-11-15,SELL,BMY,,260.0
whole,2022-11-16,BUY,FSLR,,122.0
whole,2022-11-17,BUY,NUVL,,603.0
whole,2022-12-07,SELL,PBF,,545.0
whole,2022-12-20,BUY,ERIE,,68.0
whole,2022-12-21,BUY,TTC,,173.0
whole,2022-12-23,SELL,EQT,,410.0
whole,2022-12-29,SELL,NFE,,337.0
whole,2023-01-06,SELL,CNR,,310.0
whole,2023-01-10,BUY,RMBS,,481.0
whole,2023-01-18,SELL,GLNG,,801.0
whole,2023-02-01,SELL,MUSA,,64.0
whole,2023-02-03,BUY,WFRD,,337.0
whole,2023-02-06,SELL,ACHC,,79.0
whole,2023-02-06,BUY,YPF,,1673.0
whole,2023-02-07,BUY,GILD,,218.0
whole,2023-02-08,BUY,NVO,,135.0
whole,2023-02-17,BUY,TDW,,438.0
whole,2023-03-01,BUY,FMX,,189.0
whole,2023-03-15,BUY,NSIT,,11.0
whole,2023-03-24,SELL,HRB,,498.0
whole,2023-04-03,BUY,IPAR,,137.0
whole,2023-04-04,BUY,ALGM,,331.0
whole,2023-04-05,SELL,NUVL,,603.0
whole,2023-04-26,BUY,COTY,,1222.0
whole,2023-05-05,SELL,INSW,,522.0
whole,2023-05-08,BUY,PEN,,63.0
whole,2023-05-09,BUY,META,,2.0
whole,2023-06-07,BUY,BLDR,,4.0
whole,2023-06-13,SELL,STNG,,539.0
whole,2023-06-14,SELL,ERIE,,68.0
whole,2023-06-15,SELL,TTC,,173.0
whole,2023-07-17,BUY,TPH,,637.0
whole,2023-07-18,BUY,NVDA,,46.0
whole,2023-07-19,BUY,MANH,,63.0
whole,2023-08-01,SELL,GILD,,218.0
whole,2023-08-31,BUY,APP,,398.0
whole,2023-09-07,SELL,ALGM,,331.0
whole,2023-09-25,SELL,IPAR,,137.0
whole,2023-09-27,SELL,FSLR,,122.0
whole,2023-09-28,SELL,PEN,,63.0
whole,2023-10-06,SELL,ELF,,445.0
whole,2023-10-09,BUY,XPO,,273.0
whole,2023-10-17,SELL,COTY,,1222.0
whole,2023-10-25,BUY,VRT,,497.0
whole,2023-10-26,SELL,BLDR,,4.0
whole,2023-10-27,BUY,CEG,,178.0
whole,2023-10-30,BUY,ANF,,339.0
whole,2023-10-31,SELL,YPF,,1673.0
whole,2023-11-07,BUY,MMYT,,526.0
whole,2023-11-16,BUY,HRB,,476.0
whole,2023-11-28,BUY,UEC,,2388.0
whole,2024-01-09,SELL,MANH,,63.0
whole,2024-01-10,BUY,NHC,,136.0
whole,2024-01-23,SELL,AEE,,153.0
whole,2024-02-09,BUY,CRWD,,32.0
whole,2024-03-26,BUY,WING,,2.0
whole,2024-06-12,SELL,UEC,,2388.0
whole,2024-07-16,BUY,TRGP,,109.0
whole,2024-07-23,SELL,CRWD,,32.0
whole,2024-07-31,SELL,RMBS,,481.0
whole,2024-07-31,SELL,VRT,,497.0
whole,2024-08-05,SELL,ANF,,339.0
whole,2024-08-22,BUY,ADMA,,1744.0
whole,2024-08-30,BUY,AEM,,380.0
whole,2024-09-03,BUY,CRS,,218.0
whole,2024-09-05,BUY,LMT,,38.0
whole,2024-09-06,SELL,WFRD,,337.0
whole,2024-09-09,SELL,TDW,,438.0
whole,2024-09-30,SELL,FMX,,189.0
whole,2024-10-08,BUY,AHR,,1282.0
whole,2024-10-09,BUY,AFL,,289.0
whole,2024-10-30,BUY,VTR,,287.0
whole,2024-10-31,SELL,WING,,2.0
whole,2024-11-15,SELL,NSIT,,11.0
whole,2024-11-18,SELL,NVO,,270.0
whole,2024-12-03,BUY,AKR,,1180.0
whole,2025-01-03,BUY,RKLB,,38.0
whole,2025-01-27,SELL,NHC,,136.0
whole,2025-01-28,BUY,BRBR,,162.0
whole,2025-02-04,SELL,HAE,,239.0
whole,2025-02-14,SELL,ADMA,,1744.0
whole,2025-02-18,SELL,LMT,,38.0
whole,2025-02-19,SELL,TPH,,637.0
whole,2025-02-26,SELL,RKLB,,38.0
whole,2025-02-27,SELL,APP,,398.0
whole,2025-02-27,BUY,EAT,,214.0
whole,2025-03-04,SELL,CEG,,178.0
whole,2025-03-05,SELL,PWR,,232.0
whole,2025-03-07,BUY,VRNA,,506.0
whole,2025-03-10,SELL,XPO,,273.0
whole,2025-03-19,BUY,LX,,3396.0
whole,2025-03-20,BUY,SRAD,,1481.0
whole,2025-03-21,BUY,ESLT,,82.0
whole,2025-03-28,BUY,RBRK,,523.0
whole,2025-03-31,BUY,FNMA,,5064.0
whole,2025-04-03,BUY,FOX,,660.0
whole,2025-04-04,SELL,NVDA,,460.0
whole,2025-04-04,BUY,PYCR,,1453.0
whole,2025-04-07,SELL,META,,2.0
whole,2025-04-08,SELL,LX,,3396.0
whole,2025-04-09,SELL,AKR,,1180.0
whole,2025-04-09,BUY,ATSG,,1337.0
whole,2025-05-07,BUY,VRSN,,117.0
whole,2025-05-08,BUY,CNP,,866.0
whole,2025-05-09,BUY,KC,,2380.0
whole,2025-05-12,BUY,PLMR,,200.0
whole,2025-05-28,BUY,NUTX,,210.0
whole,2025-05-29,BUY,TDUP,,351.0
whole,2025-06-11,SELL,NUTX,,210.0
whole,2025-07-15,BUY,ASM,,5942.0
whole,2025-07-22,SELL,BRBR,,162.0
whole,2025-07-23,SELL,FNMA,,5064.0
whole,2025-08-06,SELL,PLMR,,200.0
whole,2025-08-08,SELL,LLY,,100.0
whole,2025-08-20,SELL,EAT,,214.0
whole,2025-08-21,BUY,WLDN,,342.0
whole,2025-08-22,BUY,TIGO,,760.0
whole,2025-09-08,BUY,APH,,321.0
whole,2025-09-10,BUY,RBLX,,272.0
whole,2025-09-22,BUY,PRM,,1338.0
whole,2025-10-14,SELL,TRGP,,109.0
whole,2025-10-28,SELL,VRSN,,117.0
whole,2025-10-29,SELL,MMYT,,526.0
whole,2025-10-30,SELL,KC,,2380.0
whole,2025-11-05,SELL,TDUP,,351.0
whole,2025-11-05,SELL,ASM,,5942.0
whole,2025-11-13,SELL,HRB,,476.0
whole,2025-11-13,BUY,WDC,,225.0
whole,2025-11-18,SELL,RBRK,,523.0
whole,2025-11-18,SELL,SRAD,,1481.0
whole,2025-11-20,SELL,RBLX,,272.0
whole,2025-11-20,BUY,BE,,319.0
whole,2025-11-28,BUY,LGND,,176.0
whole,2025-12-01,BUY,LITE,,116.0
whole,2025-12-02,BUY,SNDK,,170.0
whole,2025-12-08,BUY,CIEN,,177.0
whole,2025-12-09,BUY,ROIV,,1739.0
whole,2025-12-16,BUY,PVLA,,403.0
whole,2025-12-18,SELL,BE,,319.0
whole,2025-12-19,BUY,GOOG,,120.0
whole,2025-12-22,BUY,GOOGL,,67.0
whole,2026-01-12,BUY,ENS,,7.0
whole,2026-03-02,SELL,WLDN,,342.0
whole,2026-03-03,BUY,CGAU,,1580.0
whole,2026-03-23,SELL,PRM,,1338.0
whole,2026-04-01,BUY,ERAS,,1779.0
whole,2026-04-29,SELL,ERAS,,1779.0
whole,2026-04-30,BUY,SU,,269.0
whole,2026-05-20,SELL,AEM,,380.0
whole,2026-06-01,BUY,KGS,,889.0
whole,2026-06-11,SELL,CIEN,,177.0
whole,2026-06-11,SELL,PVLA,,403.0
whole,2026-06-18,SELL,FOX,,660.0
whole,2026-06-23,BUY,ATEX,,862.0
whole,2026-07-06,SELL,LITE,,116.0
whole,2026-07-08,SELL,SNDK,,170.0
whole,2026-07-15,BUY,ATEN,,1597.0
whole,2026-07-16,SELL,WDC,,225.0
whole,2026-07-16,BUY,BAND,,833.0
whole,2026-07-22,BUY,SYRE,,593.0
whole,2026-07-30,SELL,BAND,,833.0
fractional,2006-07-06,BUY,MED,,201.10739788646185
fractional,2006-07-06,BUY,ACLI,,66.70011677522946
fractional,2006-07-06,BUY,FALB,,75.58169086445993
fractional,2006-07-06,BUY,TTI,,131.4474998685525
fractional,2006-07-06,BUY,CHAP1,,55.88816777627967
fractional,2006-07-06,BUY,LFCHY,,63.43041191557186
fractional,2006-07-06,BUY,ADM,,92.93032548846504
fractional,2006-07-06,BUY,LVS,,53.408233039347735
fractional,2006-07-06,BUY,MNST,,19.337428715340582
fractional,2006-07-06,BUY,BFH,,67.10334166253563
fractional,2006-07-06,BUY,AVL1,,84.37508437508438
fractional,2006-07-06,BUY,LECO,,65.90803226132272
fractional,2006-07-06,BUY,DAKT,,135.45776257640668
fractional,2006-07-06,BUY,MTW,,88.80008880008882
fractional,2006-07-06,BUY,VOLT2,,82.56121312804613
fractional,2006-07-06,BUY,EXPD,,74.8035192063646
fractional,2006-07-06,BUY,KEX,,99.52687412214188
fractional,2006-07-06,BUY,OII,,87.15384942211551
fractional,2006-07-06,BUY,FTI1,,57.413850517298805
fractional,2006-07-06,BUY,WEBX1,,112.08987366070116
fractional,2006-07-06,BUY,JLL,,46.298273618398746
fractional,2006-07-06,BUY,AGP,,129.8246912282
fractional,2006-07-06,BUY,ATI,,58.284772403792246
fractional,2006-07-06,BUY,TEX,,40.29854776123434
fractional,2006-07-06,BUY,WCC,,60.09028565419543
fractional,2006-08-08,SELL,MNST,,77.34971486136233
fractional,2006-08-10,SELL,EXPD,,74.8035192063646
fractional,2006-08-16,SELL,MED,,201.10739788646185
fractional,2006-08-28,SELL,DAKT,,135.45776257640668
fractional,2006-09-08,BUY,CMCSK,,101.09678463185398
fractional,2006-09-12,BUY,HCR1,,65.86567344562071
fractional,2006-09-15,SELL,VOLT2,,82.56121312804613
fractional,2006-09-18,SELL,OII,,87.15384942211551
fractional,2006-09-18,BUY,CXW,,80.39919916421093
fractional,2006-10-04,BUY,CMCSA,,94.5421626339132
fractional,2006-10-17,BUY,EPC,,49.53379984351349
fractional,2006-10-18,BUY,UST1,,39.04070126456813
fractional,2006-11-16,BUY,VNO,,33.474038887554904
fractional,2006-12-18,BUY,MA,,3.5979635369629626
fractional,2006-12-26,SELL,TTI,,131.4474998685525
fractional,2006-12-26,SELL,ADM,,92.93032548846504
fractional,2006-12-26,SELL,KEX,,99.52687412214188
fractional,2006-12-26,SELL,FTI1,,57.413850517298805
fractional,2006-12-26,SELL,WEBX1,,112.08987366070116
fractional,2006-12-26,SELL,WCC,,60.09028565419543
fractional,2007-01-30,BUY,TSG1,,128.96707474776167
fractional,2007-01-31,BUY,CF,,135.92712669517474
fractional,2007-02-01,BUY,MTCH,,108.87891162495366
fractional,2007-02-02,BUY,HAS,,146.3868131210982
fractional,2007-02-05,BUY,TRA,,277.060605674282
fractional,2007-02-28,SELL,LFCHY,,169.14987945525547
fractional,2007-03-01,BUY,RYAAY,,93.40574895186812
fractional,2007-03-30,BUY,MIR2,,60.487832922487016
fractional,2007-05-04,SELL,AGP,,129.8246912282
fractional,2007-05-15,BUY,GEN1,,175.52614425178433
fractional,2007-05-22,SELL,LVS,,53.408233039347735
fractional,2007-06-06,BUY,TRW,,116.35484858790608
fractional,2007-06-13,SELL,ACLI,,133.40023355045892
fractional,2007-06-22,BUY,NRG,,108.04498903365656
fractional,2007-07-16,BUY,GLBL1,,61.508300975673016
fractional,2007-07-25,SELL,MTCH,,108.87891162495366
fractional,2007-08-10,SELL,TRA,,277.060605674282
fractional,2007-08-21,SELL,RYAAY,,93.40574895186812
fractional,2007-08-24,BUY,TBSIQ,,115.95612641501408
fractional,2007-09-12,BUY,GRMN,,41.55735939655246
fractional,2007-10-01,BUY,ZNHYY,,60.27525505321241
fractional,2007-10-30,SELL,CMCSA,,141.81324395086978
fractional,2007-10-30,BUY,EDO,,84.59475022417469
fractional,2007-11-02,SELL,CMCSK,,151.64517694778095
fractional,2007-11-08,SELL,JLL,,46.298273618398746
fractional,2007-11-08,SELL,TRW,,116.35484858790608
fractional,2007-11-09,SELL,GRMN,,41.55735939655246
fractional,2007-11-09,SELL,ZNHYY,,60.27525505321241
fractional,2007-11-12,SELL,TEX,,80.59709552246868
fractional,2007-11-13,SELL,TBSIQ,,115.95612641501408
fractional,2007-11-20,SELL,VNO,,33.474038887554904
fractional,2007-11-30,BUY,MTL,,49.968639782376016
fractional,2007-12-05,BUY,TELFY,,43.66188910095082
fractional,2007-12-11,BUY,IHS2,,65.25488776974856
fractional,2007-12-12,SELL,NRG,,108.04498903365656
fractional,2007-12-12,BUY,BIDU,,11.357218107717308
fractional,2007-12-13,BUY,SIGM,,67.56532169592151
fractional,2007-12-14,BUY,BMRN,,126.51315536654214
fractional,2007-12-17,BUY,KUST,,735.7910121488271
fractional,2007-12-18,BUY,PRGO,,135.1488465635939
fractional,2007-12-21,BUY,ONXX,,78.88364461712732
fractional,2008-01-04,SELL,GLBL1,,61.508300975673016
fractional,2008-01-07,SELL,ATI,,58.284772403792246
fractional,2008-01-08,SELL,SIGM,,67.56532169592151
fractional,2008-01-10,SELL,HAS,,146.3868131210982
fractional,2008-01-15,BUY,CVD,,45.44193143824768
fractional,2008-01-18,SELL,GEN1,,175.52614425178433
fractional,2008-01-18,SELL,BFH,,67.10334166253563
fractional,2008-01-18,SELL,LECO,,65.90803226132272
fractional,2008-01-18,SELL,MTW,,177.60017760017763
fractional,2008-01-18,SELL,BIDU,,11.357218107717308
fractional,2008-02-06,BUY,MEE,,99.9235682100752
fractional,2008-02-07,SELL,CXW,,160.79839832842185
fractional,2008-02-07,BUY,ANRZQ,,116.6992930780721
fractional,2008-02-08,BUY,MOS,,42.22536176640018
fractional,2008-02-11,BUY,INCY,,339.809581075264
fractional,2008-02-12,BUY,AUXL,,121.06443479743542
fractional,2008-02-13,BUY,GOLD1,,87.78882590951287
fractional,2008-02-20,SELL,ONXX,,78.88364461712732
fractional,2008-02-21,BUY,FRFHF,,14.142195405793888
fractional,2008-02-22,BUY,CMO,,232.9392351739592
fractional,2008-02-25,BUY,GLDN1,,40.257985308745376
fractional,2008-02-26,BUY,KGC,,180.34586894856892
fractional,2008-02-27,BUY,CNX,,48.5737574272713
fractional,2008-03-07,SELL,CMO,,232.9392351739592
fractional,2008-03-11,SELL,INCY,,339.809581075264
fractional,2008-03-14,BUY,CMP,,66.73018370873055
fractional,2008-03-24,SELL,AUXL,,121.06443479743542
fractional,2008-03-24,BUY,WLTGQ,,69.63909754240807
fractional,2008-04-09,BUY,XEC,,72.54021236591379
fractional,2008-04-11,BUY,EOG,,3.4827670394392625
fractional,2008-04-30,SELL,KGC,,180.34586894856892
fractional,2008-04-30,SELL,EPC,,49.53379984351349
fractional,2008-05-01,BUY,HP,,83.20130964993122
fractional,2008-05-02,BUY,MMR,,101.55649109587658
fractional,2008-05-29,SELL,TELFY,,43.66188910095082
fractional,2008-06-02,BUY,JRCCQ,,101.05079607213288
fractional,2008-06-04,SELL,IHS2,,65.25488776974856
fractional,2008-06-05,BUY,UNTCQ,,48.1052582697162
fractional,2008-06-13,SELL,GOLD1,,87.78882590951287
fractional,2008-06-30,BUY,EAC1,,42.88064529631947
fractional,2008-07-07,SELL,BMRN,,126.51315536654214
fractional,2008-07-07,SELL,MMR,,101.55649109587658
fractional,2008-07-08,SELL,CVD,,45.44193143824768
fractional,2008-07-08,BUY,XCOOQ,,137.66563621971648
fractional,2008-07-09,SELL,JRCCQ,,101.05079607213288
fractional,2008-07-16,BUY,CPX,,131.4010342808043
fractional,2008-07-21,SELL,MIR2,,60.487832922487016
fractional,2008-07-21,SELL,MTL,,149.90591934712805
fractional,2008-07-21,SELL,CNX,,48.5737574272713
fractional,2008-07-24,SELL,MEE,,99.9235682100752
fractional,2008-07-24,SELL,XCOOQ,,137.66563621971648
fractional,2008-07-30,SELL,EOG,,3.4827670394392625
fractional,2008-08-05,SELL,EAC1,,42.88064529631947
fractional,2008-08-05,SELL,XEC,,72.54021236591379
fractional,2008-08-05,SELL,MOS,,42.22536176640018
fractional,2008-08-05,SELL,KUST,,735.7910121488271
fractional,2008-08-06,BUY,SPSX,,94.62179007096772
fractional,2008-08-07,BUY,DRS1,,54.49915753328549
fractional,2008-08-08,BUY,IPHS,,115.363008650971
fractional,2008-08-11,SELL,HP,,83.20130964993122
fractional,2008-08-12,SELL,FRFHF,,14.142195405793888
fractional,2008-08-22,BUY,FSYS,,75.1300006205515
fractional,2008-08-25,BUY,BUD1,,63.560198554804806
fractional,2008-08-26,BUY,MYGN,,65.87046417258966
fractional,2008-08-27,BUY,SQNM,,197.066846363657
fractional,2008-08-28,BUY,IKN,,255.3215102487335
fractional,2008-08-29,BUY,WAB,,72.77539855137019
fractional,2008-09-02,BUY,SYNA,,121.98040249334508
fractional,2008-09-04,SELL,CMP,,66.73018370873055
fractional,2008-09-05,SELL,MA,,3.5979635369629626
fractional,2008-09-05,SELL,WLTGQ,,69.63909754240807
fractional,2008-09-05,BUY,THOR1,,150.08270748788388
fractional,2008-09-08,SELL,CPX,,131.4010342808043
fractional,2008-09-08,BUY,OCR,,127.48951622590064
fractional,2008-09-09,SELL,UNTCQ,,48.1052582697162
fractional,2008-09-09,BUY,UTHR,,35.28132812756992
fractional,2008-09-10,SELL,ANRZQ,,116.6992930780721
fractional,2008-09-10,SELL,CF,,135.92712669517474
fractional,2008-09-10,BUY,GCO,,104.58960895794316
fractional,2008-09-11,BUY,PLCE,,91.37290450818593
fractional,2008-09-12,BUY,VAR,,59.36640304909378
fractional,2008-09-18,SELL,IPHS,,115.363008650971
fractional,2008-09-23,BUY,GAS1,,76.68285533277229
fractional,2008-09-30,SELL,FSYS,,75.1300006205515
fractional,2008-10-06,BUY,LDG,,48.19671771039129
fractional,2008-10-07,BUY,VRX1,,181.5265272458221
fractional,2008-10-08,SELL,SYNA,,121.98040249334508
fractional,2008-10-08,SELL,GCO,,104.58960895794316
fractional,2008-10-08,BUY,UB,,45.23578959619941
fractional,2008-10-09,SELL,SQNM,,197.066846363657
fractional,2008-10-09,BUY,IMCL,,49.64326295822352
fractional,2008-10-10,SELL,WAB,,72.77539855137019
fractional,2008-10-13,SELL,VAR,,59.36640304909378
fractional,2008-10-13,BUY,PB,,95.52941257064724
